id,items_,filename,from_,to_
3918,d,cta0046.seg_B2,677820.0,681976.0
3919,a2,cta0046.seg_B2,681976.0,683874.0
3920,b',cta0046.seg_B2,683874.0,687096.0
3921,i1,cta0046.seg_B2,687096.0,689906.0
3922,v,cta0046.seg_B2,689906.0,693296.0
3923,a0,cta0046.seg_B2,693296.0,697976.0
3924,c,cta0046.seg_B2,697976.0,701268.0
3925,c,cta0046.seg_B2,701268.0,703942.0
3926,a4,cta0046.seg_B2,703942.0,705826.0
3927,s,cta0046.seg_B2,705826.0,710316.0
3928,v,cta0046.seg_B2,710316.0,713712.0
3929,a2,cta0046.seg_B2,713712.0,716760.0
3930,i1,cta0046.seg_B2,716760.0,719850.0
3931,v,cta0046.seg_B2,719850.0,724776.0
3932,o0,cta0046.seg_B2,724776.0,730224.0
3933,o0,cta0047.seg_B2,0.0,6572.0
3934,n,cta0047.seg_B2,6572.0,9020.0
3935,z,cta0047.seg_B2,9020.0,12024.0
3936,a2,cta0047.seg_B2,12024.0,14590.0
3937,c,cta0047.seg_B2,14590.0,19556.0
3938,y1,cta0047.seg_B2,19556.0,21240.0
3939,p',cta0047.seg_B2,21240.0,25102.0
3940,i0,cta0047.seg_B2,25102.0,27914.0
3941,l,cta0047.seg_B2,27914.0,30698.0
3942,s',cta0047.seg_B2,30698.0,35548.0
3943,a4,cta0047.seg_B2,35548.0,38636.0
3944,z,cta0047.seg_B2,38636.0,42094.0
3945,a1,cta0047.seg_B2,42094.0,45988.0
3946,t,cta0047.seg_B2,45988.0,50400.0
3947,o0,cta0047.seg_B2,50400.0,53924.0
3948,sh,cta0047.seg_B2,53924.0,57898.0
3949,t,cta0047.seg_B2,57898.0,61060.0
3950,o0,cta0047.seg_B2,61060.0,63680.0
3951,b,cta0047.seg_B2,63680.0,67240.0
3952,y0,cta0047.seg_B2,67240.0,71020.0
3953,l,cta0047.seg_B2,71020.0,73014.0
3954,a4,cta0047.seg_B2,73014.0,75318.0
3955,v,cta0047.seg_B2,75318.0,78934.0
3956,b,cta0047.seg_B2,78934.0,81990.0
3957,l',cta0047.seg_B2,81990.0,84694.0
3958,i1,cta0047.seg_B2,84694.0,87688.0
3959,z',cta0047.seg_B2,87688.0,94070.0
3960,i0,cta0047.seg_B2,94070.0,100798.0
3961,z,cta0047.seg_B2,141320.0,147738.0
3962,a1,cta0047.seg_B2,147738.0,151886.0
3963,ch,cta0047.seg_B2,151886.0,159540.0
3964,e0,cta0047.seg_B2,159540.0,162750.0
3965,m,cta0047.seg_B2,162750.0,166138.0
3966,n,cta0047.seg_B2,166138.0,169492.0
3967,u0,cta0047.seg_B2,169492.0,173050.0
3968,zh,cta0047.seg_B2,173050.0,176564.0
3969,y4,cta0047.seg_B2,176564.0,178156.0
3970,n,cta0047.seg_B2,178156.0,181270.0
3971,m,cta0047.seg_B2,181270.0,185488.0
3972,a0,cta0047.seg_B2,185488.0,190020.0
3973,k,cta0047.seg_B2,190020.0,193856.0
3974,l',cta0047.seg_B2,193856.0,197060.0
3975,i4,cta0047.seg_B2,197060.0,199460.0
3976,r,cta0047.seg_B2,199460.0,204090.0
3977,j,cta0047.seg_B2,213630.0,217284.0
3978,e0,cta0047.seg_B2,217284.0,220072.0
3979,s,cta0047.seg_B2,220072.0,224630.0
3980,l',cta0047.seg_B2,224630.0,226022.0
3981,i4,cta0047.seg_B2,226022.0,227922.0
3982,k,cta0047.seg_B2,227922.0,231932.0
3983,v,cta0047.seg_B2,231932.0,233724.0
3984,a1,cta0047.seg_B2,233724.0,236470.0
3985,r,cta0047.seg_B2,236470.0,238948.0
3986,t',cta0047.seg_B2,238948.0,244588.0
3987,i0,cta0047.seg_B2,244588.0,247602.0
3988,r,cta0047.seg_B2,247602.0,249050.0
3989,a4,cta0047.seg_B2,249050.0,251428.0
3990,n,cta0047.seg_B2,251428.0,254708.0
3991,a1,cta0047.seg_B2,254708.0,257362.0
3992,m,cta0047.seg_B2,257362.0,260632.0
3993,a0,cta0047.seg_B2,260632.0,264288.0
3994,l,cta0047.seg_B2,264288.0,266030.0
3995,a4,cta0047.seg_B2,266030.0,269348.0
3996,g,cta0047.seg_B2,269348.0,272862.0
3997,r,cta0047.seg_B2,272862.0,274482.0
3998,u1,cta0047.seg_B2,274482.0,277532.0
3999,z',cta0047.seg_B2,277532.0,281938.0
4000,i0,cta0047.seg_B2,281938.0,284606.0
4001,n,cta0047.seg_B2,284606.0,286812.0
4002,s,cta0047.seg_B2,286812.0,289176.0
4003,k,cta0047.seg_B2,289176.0,293432.0
4004,a4,cta0047.seg_B2,293432.0,296736.0
4005,u1,cta0047.seg_B2,296736.0,299962.0
4006,zh,cta0047.seg_B2,299962.0,303728.0
4007,e0,cta0047.seg_B2,303728.0,306890.0
4008,n,cta0047.seg_B2,306890.0,310804.0
4009,a0,cta0047.seg_B2,310804.0,315284.0
4010,j,cta0047.seg_B2,315284.0,317910.0
4011,d',cta0047.seg_B2,317910.0,321122.0
4012,i4,cta0047.seg_B2,321122.0,323646.0
4013,n,cta0047.seg_B2,323646.0,326656.0
4014,a4,cta0047.seg_B2,326656.0,332754.0
4015,m,cta0048.seg_B2,0.0,4364.0
4016,a0,cta0048.seg_B2,4364.0,8430.0
4017,k,cta0048.seg_B2,8430.0,13166.0
4018,l',cta0048.seg_B2,13166.0,15932.0
4019,i4,cta0048.seg_B2,15932.0,18944.0
4020,r,cta0048.seg_B2,18944.0,22246.0
4021,n,cta0048.seg_B2,22246.0,25374.0
4022,u0,cta0048.seg_B2,25374.0,30086.0
4023,zh,cta0048.seg_B2,30086.0,33174.0
4024,y4,cta0048.seg_B2,33174.0,35826.0
4025,n,cta0048.seg_B2,35826.0,37810.0
4026,j,cta0048.seg_B2,37810.0,40892.0
4027,e0,cta0048.seg_B2,40892.0,43624.0
4028,s,cta0048.seg_B2,43624.0,47680.0
4029,l',cta0048.seg_B2,47680.0,49246.0
4030,i4,cta0048.seg_B2,49246.0,50454.0
4031,p,cta0048.seg_B2,50454.0,53958.0
4032,r',cta0048.seg_B2,53958.0,55162.0
4033,i1,cta0048.seg_B2,55162.0,57510.0
4034,d',cta0048.seg_B2,57510.0,60440.0
4035,o0,cta0048.seg_B2,60440.0,64904.0
4036,c,cta0048.seg_B2,64904.0,68220.0
4037,c,cta0048.seg_B2,68220.0,70642.0
4038,a4,cta0048.seg_B2,70642.0,72654.0
4039,m',cta0048.seg_B2,72654.0,75782.0
4040,i1,cta0048.seg_B2,75782.0,77920.0
4041,n',cta0048.seg_B2,77920.0,81198.0
4042,a0,cta0048.seg_B2,81198.0,84644.0
4043,t',cta0048.seg_B2,84644.0,88402.0
4044,i0,cta0048.seg_B2,88402.0,90728.0
4045,h,cta0048.seg_B2,90728.0,92066.0
4046,k,cta0048.seg_B2,92066.0,97854.0
4047,o0,cta0048.seg_B2,97854.0,102134.0
4048,m,cta0048.seg_B2,102134.0,104498.0
4049,n,cta0048.seg_B2,104498.0,107714.0
4050,a4,cta0048.seg_B2,107714.0,109974.0
4051,t,cta0048.seg_B2,109974.0,114732.0
4052,u4,cta0048.seg_B2,114732.0,120922.0
4053,i1,cta0049.seg_B2,0.0,4640.0
4054,v,cta0049.seg_B2,4640.0,7172.0
4055,a2,cta0049.seg_B2,7172.0,7434.0
4056,a1,cta0049.seg_B2,7434.0,11124.0
4057,p,cta0049.seg_B2,11124.0,13700.0
4058,sc,cta0049.seg_B2,13700.0,20284.0
4059,e0,cta0049.seg_B2,20284.0,25718.0
4060,sh,cta0049.seg_B2,25718.0,28454.0
4061,t,cta0049.seg_B2,28454.0,31188.0
4062,o0,cta0049.seg_B2,31188.0,32848.0
4063,p,cta0049.seg_B2,32848.0,35868.0
4064,u1,cta0049.seg_B2,35868.0,38118.0
4065,s,cta0049.seg_B2,38118.0,41232.0
4066,k,cta0049.seg_B2,41232.0,45600.0
4067,o0,cta0049.seg_B2,45600.0,48786.0
4068,r',cta0049.seg_B2,48786.0,50748.0
4069,i4,cta0049.seg_B2,50748.0,53530.0
4070,t',cta0049.seg_B2,53530.0,58568.0
4071,v',cta0049.seg_B2,58568.0,60492.0
4072,e0,cta0049.seg_B2,60492.0,63538.0
4073,s',cta0049.seg_B2,63538.0,66012.0
4074,p,cta0049.seg_B2,66012.0,70632.0
4075,r,cta0049.seg_B2,70632.0,71624.0
4076,a1,cta0049.seg_B2,71624.0,74540.0
4077,c,cta0049.seg_B2,74540.0,80812.0
4078,e0,cta0049.seg_B2,80812.0,84694.0
4079,s,cta0049.seg_B2,84694.0,88044.0
4080,s,cta0049.seg_B2,88044.0,91276.0
4081,a1,cta0050.seg_B2,0.0,5664.0
4082,n,cta0050.seg_B2,5664.0,9398.0
4083,a0,cta0050.seg_B2,9398.0,14012.0
4084,n',cta0050.seg_B2,14012.0,17612.0
4085,i1,cta0050.seg_B2,17612.0,19700.0
4086,z,cta0050.seg_B2,19700.0,23412.0
4087,a1,cta0050.seg_B2,23412.0,26778.0
4088,p,cta0050.seg_B2,26778.0,31286.0
4089,l,cta0050.seg_B2,31286.0,33496.0
4090,a0,cta0050.seg_B2,33496.0,38166.0
4091,t',cta0050.seg_B2,38166.0,41684.0
4092,i4,cta0050.seg_B2,41684.0,43220.0
4093,t,cta0050.seg_B2,43220.0,45904.0
4094,j,cta0050.seg_B2,45904.0,49780.0
4095,i1,cta0050.seg_B2,49780.0,51256.0
4096,m,cta0050.seg_B2,51256.0,55194.0
4097,u0,cta0050.seg_B2,55194.0,57450.0
4098,n',cta0050.seg_B2,57450.0,60092.0
4099,i1,cta0050.seg_B2,60092.0,62332.0
4100,k,cta0050.seg_B2,62332.0,66224.0
4101,a1,cta0050.seg_B2,66224.0,69048.0
4102,p',cta0050.seg_B2,69048.0,73168.0
4103,e0,cta0050.seg_B2,73168.0,76856.0
4104,j,cta0050.seg_B2,76856.0,78816.0
4105,k',cta0050.seg_B2,78816.0,83414.0
4106,i4,cta0050.seg_B2,83414.0,85016.0
4107,d,cta0050.seg_B2,85016.0,87740.0
4108,a1,cta0050.seg_B2,87740.0,90754.0
4109,t',cta0050.seg_B2,90754.0,95186.0
4110,e0,cta0050.seg_B2,95186.0,97770.0
4111,h,cta0050.seg_B2,97770.0,101064.0
4112,p,cta0050.seg_B2,101064.0,106076.0
4113,o0,cta0050.seg_B2,106076.0,110852.0
4114,r,cta0050.seg_B2,110852.0,114274.0
4115,p,cta0050.seg_B2,125816.0,128696.0
4116,a1,cta0050.seg_B2,128696.0,132712.0
4117,k,cta0050.seg_B2,132712.0,138308.0
4118,a0,cta0050.seg_B2,138308.0,142552.0
4119,n',cta0050.seg_B2,142552.0,145790.0
4120,i1,cta0050.seg_B2,145790.0,148086.0
4121,p,cta0050.seg_B2,148086.0,150758.0
4122,a1,cta0050.seg_B2,150758.0,154518.0
4123,l,cta0050.seg_B2,154518.0,157528.0
4124,u0,cta0050.seg_B2,157528.0,161440.0
4125,ch,cta0050.seg_B2,161440.0,165252.0
4126,i4,cta0050.seg_B2,165252.0,167544.0
4127,t,cta0050.seg_B2,167544.0,172044.0
4128,o0,cta0050.seg_B2,172044.0,176636.0
4129,r,cta0050.seg_B2,176636.0,178740.0
4130,d',cta0050.seg_B2,178740.0,183032.0
4131,i4,cta0050.seg_B2,183032.0,185460.0
4132,r,cta0050.seg_B2,185460.0,188148.0
4133,n,cta0050.seg_B2,188148.0,191698.0
4134,a0,cta0050.seg_B2,191698.0,196772.0
4135,r,cta0050.seg_B2,196772.0,198970.0
4136,u4,cta0050.seg_B2,198970.0,201246.0
4137,k',cta0050.seg_B2,201246.0,206724.0
4138,i4,cta0050.seg_B2,206724.0,213826.0
4139,s,cta0051.seg_B2,0.0,5054.0
4140,t,cta0051.seg_B2,5054.0,8634.0
4141,o0,cta0051.seg_B2,8634.0,13028.0
4142,i4,cta0051.seg_B2,13028.0,16060.0
4143,t,cta0051.seg_B2,16060.0,19808.0
4144,e0,cta0051.seg_B2,19808.0,23344.0
4145,t,cta0051.seg_B2,23344.0,26620.0
4146,a4,cta0051.seg_B2,26620.0,29368.0
4147,n',cta0051.seg_B2,29368.0,31216.0
4148,i1,cta0051.seg_B2,31216.0,34000.0
4149,t,cta0051.seg_B2,34000.0,37316.0
4150,a0,cta0051.seg_B2,37316.0,40768.0
4151,k,cta0051.seg_B2,40768.0,44404.0
4152,u4,cta0051.seg_B2,44404.0,47022.0
4153,zh,cta0051.seg_B2,47022.0,51242.0
4154,d,cta0051.seg_B2,51242.0,54886.0
4155,o0,cta0051.seg_B2,54886.0,60104.0
4156,r,cta0051.seg_B2,60104.0,61722.0
4157,a4,cta0051.seg_B2,61722.0,63986.0
4158,g,cta0051.seg_B2,63986.0,67906.0
4159,a4,cta0051.seg_B2,67906.0,75076.0
4160,r,cta0051.seg_B2,85886.0,90656.0
4161,u1,cta0051.seg_B2,90656.0,92558.0
4162,b,cta0051.seg_B2,92558.0,95808.0
4163,l',cta0051.seg_B2,95808.0,98254.0
4164,e0,cta0051.seg_B2,98254.0,99978.0
4165,j,cta0051.seg_B2,99978.0,102348.0
4166,s,cta0051.seg_B2,102348.0,108752.0
4167,t,cta0051.seg_B2,108752.0,112918.0
4168,o0,cta0051.seg_B2,112918.0,122128.0
4169,m,cta0051.seg_B2,138574.0,143104.0
4170,a0,cta0051.seg_B2,143104.0,147738.0
4171,k,cta0051.seg_B2,147738.0,150788.0
4172,s',cta0051.seg_B2,150788.0,154032.0
4173,i4,cta0051.seg_B2,154032.0,155402.0
4174,m,cta0051.seg_B2,155402.0,157610.0
4175,u4,cta0051.seg_B2,157610.0,158068.0
4176,m,cta0051.seg_B2,158068.0,161776.0
4177,p,cta0051.seg_B2,161776.0,165498.0
4178,a2,cta0051.seg_B2,165498.0,167902.0
4179,l,cta0051.seg_B2,167902.0,170226.0
4180,t,cta0051.seg_B2,170226.0,174178.0
4181,a1,cta0051.seg_B2,174178.0,177832.0
4182,r,cta0051.seg_B2,177832.0,179524.0
4183,a0,cta0051.seg_B2,179524.0,185430.0
4184,s,cta0051.seg_B2,185430.0,189478.0
4185,t,cta0051.seg_B2,189478.0,193274.0
4186,a4,cta0051.seg_B2,193274.0,198172.0
4187,t,cta0052.seg_B2,0.0,2424.0
4188,a0,cta0052.seg_B2,2424.0,7904.0
4189,k,cta0052.seg_B2,7904.0,11900.0
4190,y1,cta0052.seg_B2,11900.0,15318.0
4191,j,cta0052.seg_B2,15318.0,19072.0
4192,e0,cta0052.seg_B2,19072.0,25354.0
4193,s',cta0052.seg_B2,25354.0,29886.0
4194,t',cta0052.seg_B2,29886.0,35218.0
4195,j,cta0053.seg_B2,0.0,5592.0
4196,i1,cta0053.seg_B2,5592.0,8292.0
4197,v,cta0053.seg_B2,8292.0,11608.0
4198,o0,cta0053.seg_B2,11608.0,16108.0
4199,m,cta0053.seg_B2,16108.0,20074.0
4200,r,cta0053.seg_B2,20074.0,21698.0
4201,a0,cta0053.seg_B2,21698.0,26184.0
4202,ch,cta0053.seg_B2,26184.0,32400.0
4203,n,cta0053.seg_B2,32400.0,34762.0
4204,a4,cta0053.seg_B2,34762.0,37294.0
4205,s',cta0053.seg_B2,37294.0,39776.0
4206,t',cta0053.seg_B2,39776.0,45076.0
4207,a1,cta0053.seg_B2,48980.0,53654.0
4208,n,cta0053.seg_B2,53654.0,55896.0
4209,a0,cta0053.seg_B2,55896.0,58406.0
4210,r,cta0053.seg_B2,58406.0,59646.0
4211,a2,cta0053.seg_B2,59646.0,62412.0
4212,s,cta0053.seg_B2,62412.0,65444.0
4213,c,cta0053.seg_B2,65444.0,69748.0
4214,y1,cta0053.seg_B2,69748.0,71414.0
4215,n',cta0053.seg_B2,71414.0,75138.0
4216,i0,cta0053.seg_B2,75138.0,77910.0
4217,l,cta0053.seg_B2,77910.0,79962.0
4218,a4,cta0053.seg_B2,79962.0,82588.0
4219,p,cta0053.seg_B2,82588.0,86408.0
4220,a1,cta0053.seg_B2,86408.0,89840.0
4221,s,cta0053.seg_B2,89840.0,94880.0
4222,v,cta0053.seg_B2,94880.0,98074.0
4223,o0,cta0053.seg_B2,98074.0,102812.0
4224,j,cta0053.seg_B2,102812.0,105746.0
4225,m,cta0053.seg_B2,105746.0,109174.0
4226,u4,cta0053.seg_B2,109174.0,113392.0
4227,k,cta0054.seg_B2,0.0,3142.0
4228,a1,cta0054.seg_B2,3142.0,6336.0
4229,k,cta0054.seg_B2,6336.0,11906.0
4230,a0,cta0054.seg_B2,11906.0,16964.0
4231,j,cta0054.seg_B2,16964.0,21986.0
4232,t,cta0054.seg_B2,21986.0,27316.0
4233,o0,cta0054.seg_B2,27316.0,31800.0
4234,n,cta0054.seg_B2,31800.0,34304.0
4235,k,cta0054.seg_B2,34304.0,38598.0
4236,a4,cta0054.seg_B2,38598.0,41442.0
4237,j,cta0054.seg_B2,41442.0,43674.0
4238,d,cta0054.seg_B2,43674.0,46694.0
4239,u1,cta0054.seg_B2,46694.0,49152.0
4240,sh,cta0054.seg_B2,49152.0,55848.0
4241,a0,cta0054.seg_B2,55848.0,66006.0
4242,k,cta0054.seg_B2,77506.0,82322.0
4243,a1,cta0054.seg_B2,82322.0,85744.0
4244,k,cta0054.seg_B2,85744.0,90164.0
4245,o0,cta0054.seg_B2,90164.0,92684.0
4246,j,cta0054.seg_B2,92684.0,94638.0
4247,p,cta0054.seg_B2,94638.0,99130.0
4248,s',cta0054.seg_B2,99130.0,104870.0
4249,i1,cta0054.seg_B2,104870.0,106976.0
4250,h,cta0054.seg_B2,106976.0,112856.0
4251,o0,cta0054.seg_B2,112856.0,118486.0
4252,l,cta0054.seg_B2,118486.0,121146.0
4253,a4,cta0054.seg_B2,121146.0,123528.0
4254,k,cta0054.seg_B2,123528.0,130632.0
4255,o0,cta0055.seg_B2,0.0,3764.0
4256,n,cta0055.seg_B2,3764.0,6102.0
4257,s,cta0055.seg_B2,6102.0,8870.0
4258,k,cta0055.seg_B2,8870.0,12444.0
4259,a1,cta0055.seg_B2,12444.0,16280.0
4260,z,cta0055.seg_B2,16280.0,19134.0
4261,a0,cta0055.seg_B2,19134.0,22508.0
4262,l,cta0055.seg_B2,22508.0,25236.0
4263,sh,cta0055.seg_B2,25236.0,29360.0
4264,t,cta0055.seg_B2,29360.0,32616.0
4265,o0,cta0055.seg_B2,32616.0,35762.0
4266,l,cta0055.seg_B2,35762.0,38770.0
4267,u0,cta0055.seg_B2,38770.0,41652.0
4268,ch,cta0055.seg_B2,41652.0,45746.0
4269,sh,cta0055.seg_B2,45746.0,48768.0
4270,y4,cta0055.seg_B2,48768.0,49616.0
4271,b,cta0055.seg_B2,49616.0,52864.0
4272,y4,cta0055.seg_B2,52864.0,56056.0
4273,a1,cta0055.seg_B2,56056.0,58778.0
4274,n,cta0055.seg_B2,58778.0,62122.0
4275,a0,cta0055.seg_B2,62122.0,64984.0
4276,p,cta0055.seg_B2,64984.0,69072.0
4277,a2,cta0055.seg_B2,69072.0,71474.0
4278,d,cta0055.seg_B2,71474.0,74014.0
4279,a2,cta0055.seg_B2,74014.0,76736.0
4280,zh,cta0055.seg_B2,76736.0,80058.0
4281,d,cta0055.seg_B2,80058.0,82876.0
4282,a1,cta0055.seg_B2,82876.0,87314.0
4283,l,cta0055.seg_B2,87314.0,90666.0
4284,a0,cta0055.seg_B2,90666.0,95898.0
4285,p,cta0055.seg_B2,95898.0,100464.0
4286,a1,cta0055.seg_B2,100464.0,102814.0
4287,k,cta0055.seg_B2,102814.0,106656.0
4288,a0,cta0055.seg_B2,106656.0,109394.0
4289,o0,cta0055.seg_B2,109394.0,112712.0
4290,n,cta0055.seg_B2,112712.0,114448.0
4291,n,cta0055.seg_B2,114448.0,115864.0
4292,a1,cta0055.seg_B2,115864.0,118770.0
4293,ch,cta0055.seg_B2,118770.0,123086.0
4294,n',cta0055.seg_B2,123086.0,126632.0
4295,o0,cta0055.seg_B2,126632.0,129338.0
4296,t,cta0055.seg_B2,129338.0,131628.0
4297,e0,cta0055.seg_B2,131628.0,133950.0
4298,t,cta0055.seg_B2,133950.0,136624.0
4299,a4,cta0055.seg_B2,136624.0,138092.0
4300,t,cta0055.seg_B2,138092.0,142004.0
4301,r,cta0055.seg_B2,142004.0,143604.0
4302,a2,cta0055.seg_B2,143604.0,145408.0
4303,z,cta0055.seg_B2,145408.0,147984.0
4304,g,cta0055.seg_B2,147984.0,150532.0
4305,a1,cta0055.seg_B2,150532.0,154014.0
4306,v,cta0055.seg_B2,154014.0,156444.0
4307,o0,cta0055.seg_B2,156444.0,159672.0
4308,r,cta0055.seg_B2,159672.0,161336.0
4309,s,cta0055.seg_B2,161336.0,168724.0
4310,a0,cta0055.seg_B2,168724.0,174866.0
4311,m,cta0055.seg_B2,174866.0,180284.0
4312,a1,cta0055.seg_B2,213268.0,217658.0
4313,n',cta0055.seg_B2,217658.0,220436.0
4314,i1,cta0055.seg_B2,220436.0,223500.0
4315,n,cta0055.seg_B2,223500.0,225644.0
4316,a1,cta0055.seg_B2,225644.0,228538.0
4317,ch,cta0055.seg_B2,228538.0,234548.0
4318,n',cta0055.seg_B2,234548.0,237116.0
4319,o0,cta0055.seg_B2,237116.0,240850.0
4320,t,cta0055.seg_B2,240850.0,246180.0
4321,z,cta0055.seg_B2,258762.0,264892.0
4322,n,cta0055.seg_B2,264892.0,266844.0
4323,a0,cta0055.seg_B2,266844.0,269236.0
4324,ch,cta0055.seg_B2,269236.0,273916.0
4325,i4,cta0055.seg_B2,273916.0,275208.0
4326,t,cta0055.seg_B2,275208.0,278846.0
4327,n',cta0055.seg_B2,278846.0,281880.0
4328,i1,cta0055.seg_B2,281880.0,283914.0
4329,n,cta0055.seg_B2,283914.0,287940.0
4330,u0,cta0055.seg_B2,287940.0,291970.0
4331,zh,cta0055.seg_B2,291970.0,296316.0
4332,n,cta0055.seg_B2,296316.0,299078.0
4333,a4,cta0055.seg_B2,299078.0,304584.0
4334,n',cta0055.seg_B2,313152.0,318620.0
4335,i1,cta0055.seg_B2,318620.0,322542.0
4336,l',cta0055.seg_B2,322542.0,325920.0
4337,z',cta0055.seg_B2,325920.0,332290.0
4338,a0,cta0055.seg_B2,332290.0,342212.0
4339,n',cta0055.seg_B2,357468.0,363432.0
4340,i1,cta0055.seg_B2,363432.0,366984.0
4341,a1,cta0055.seg_B2,366984.0,369812.0
4342,b,cta0055.seg_B2,369812.0,374246.0
4343,e0,cta0055.seg_B2,374246.0,378154.0
4344,t,cta0055.seg_B2,378154.0,381238.0
4345,a4,cta0055.seg_B2,381238.0,382570.0
4346,m,cta0055.seg_B2,382570.0,385532.0
4347,s',cta0055.seg_B2,385532.0,389506.0
4348,i1,cta0055.seg_B2,389506.0,390948.0
4349,ch,cta0055.seg_B2,390948.0,395336.0
4350,a0,cta0055.seg_B2,395336.0,399268.0
4351,s,cta0055.seg_B2,399268.0,403338.0
4352,n,cta0055.seg_B2,403338.0,405648.0
4353,a0,cta0055.seg_B2,405648.0,408594.0
4354,d,cta0055.seg_B2,408594.0,411372.0
4355,a4,cta0055.seg_B2,411372.0,412686.0
4356,d,cta0055.seg_B2,412686.0,417092.0
4357,u0,cta0055.seg_B2,417092.0,421124.0
4358,m,cta0055.seg_B2,421124.0,424166.0
4359,a4,cta0055.seg_B2,424166.0,426328.0
4360,t',cta0055.seg_B2,426328.0,432172.0
4361,v',cta0056.seg_B2,0.0,5426.0
4362,i0,cta0056.seg_B2,5426.0,11000.0
4363,t',cta0056.seg_B2,11000.0,16826.0
4364,a4,cta0056.seg_B2,16826.0,20336.0
4365,j,cta0056.seg_B2,20336.0,24828.0
4366,a0,cta0056.seg_B2,24828.0,28026.0
4367,p,cta0056.seg_B2,28026.0,32216.0
4368,a2,cta0056.seg_B2,32216.0,34624.0
4369,n',cta0056.seg_B2,34624.0,37898.0
4370,i1,cta0056.seg_B2,37898.0,39824.0
4371,m,cta0056.seg_B2,39824.0,44634.0
4372,a0,cta0056.seg_B2,44634.0,50518.0
4373,j,cta0056.seg_B2,50518.0,53354.0
4374,u4,cta0056.seg_B2,53354.0,59886.0
4375,p,cta0057.seg_B2,0.0,3588.0
4376,r,cta0057.seg_B2,3588.0,4912.0
4377,a1,cta0057.seg_B2,4912.0,9090.0
4378,s',cta0057.seg_B2,9090.0,12544.0
4379,t',cta0057.seg_B2,12544.0,17380.0
4380,i0,cta0057.seg_B2,17380.0,20476.0
4381,m',cta0057.seg_B2,20476.0,23598.0
4382,i1,cta0057.seg_B2,23598.0,25936.0
4383,n',cta0057.seg_B2,25936.0,29832.0
4384,a0,cta0057.seg_B2,29832.0,37488.0
4385,s,cta0057.seg_B2,42162.0,45808.0
4386,k,cta0057.seg_B2,45808.0,49086.0
4387,a1,cta0057.seg_B2,49086.0,52660.0
4388,z,cta0057.seg_B2,52660.0,55174.0
4389,a0,cta0057.seg_B2,55174.0,59298.0
4390,l,cta0057.seg_B2,59298.0,61742.0
4391,a4,cta0057.seg_B2,61742.0,64178.0
4392,l',cta0057.seg_B2,64178.0,66584.0
4393,e0,cta0057.seg_B2,66584.0,70250.0
4394,n,cta0057.seg_B2,70250.0,72752.0
4395,a4,cta0057.seg_B2,72752.0,74694.0
4396,s,cta0057.seg_B2,74694.0,79394.0
4397,u1,cta0057.seg_B2,79394.0,81688.0
4398,s',cta0057.seg_B2,81688.0,88028.0
4399,i0,cta0057.seg_B2,88028.0,90854.0
4400,l',cta0057.seg_B2,90854.0,94164.0
4401,i4,cta0057.seg_B2,94164.0,97232.0
4402,j,cta0057.seg_B2,97232.0,100084.0
4403,m,cta0057.seg_B2,100084.0,105694.0
4404,n,cta0057.seg_B2,115880.0,121360.0
4405,o0,cta0057.seg_B2,121360.0,133116.0
4406,o0,cta0058.seg_B2,0.0,5814.0
4407,n,cta0058.seg_B2,5814.0,9256.0
4408,v',cta0058.seg_B2,9256.0,12514.0
4409,i0,cta0058.seg_B2,12514.0,16692.0
4410,d',cta0058.seg_B2,16692.0,20486.0
4411,i4,cta0058.seg_B2,20486.0,22716.0
4412,l,cta0058.seg_B2,22716.0,25146.0
4413,sh,cta0058.seg_B2,25146.0,29120.0
4414,t,cta0058.seg_B2,29120.0,32080.0
4415,o0,cta0058.seg_B2,32080.0,34726.0
4416,j,cta0058.seg_B2,34726.0,37446.0
4417,e0,cta0058.seg_B2,37446.0,40756.0
4418,o0,cta0058.seg_B2,40756.0,45838.0
4419,ch,cta0058.seg_B2,45838.0,51970.0
4420,i4,cta0058.seg_B2,51970.0,54926.0
4421,n',cta0058.seg_B2,54926.0,55864.0
4422,t,cta0058.seg_B2,55864.0,59876.0
4423,r,cta0058.seg_B2,59876.0,61632.0
4424,u0,cta0058.seg_B2,61632.0,65426.0
4425,d,cta0058.seg_B2,65426.0,69870.0
4426,n,cta0058.seg_B2,69870.0,71530.0
4427,a4,cta0058.seg_B2,71530.0,74040.0
4428,i1,cta0058.seg_B2,74040.0,76274.0
4429,f,cta0058.seg_B2,76274.0,79162.0
4430,s',cta0058.seg_B2,79162.0,83402.0
4431,o0,cta0058.seg_B2,83402.0,85788.0
4432,t,cta0058.seg_B2,85788.0,88914.0
4433,a4,cta0058.seg_B2,88914.0,90830.0
4434,k',cta0058.seg_B2,90830.0,94802.0
4435,i4,cta0058.seg_B2,94802.0,96782.0
4436,a1,cta0058.seg_B2,96782.0,99948.0
4437,n,cta0058.seg_B2,99948.0,103148.0
4438,a0,cta0058.seg_B2,103148.0,106376.0
4439,d,cta0058.seg_B2,106376.0,109834.0
4440,a2,cta0058.seg_B2,109834.0,111536.0
4441,g,cta0058.seg_B2,111536.0,114802.0
4442,a2,cta0058.seg_B2,114802.0,116692.0
4443,v,cta0058.seg_B2,116692.0,119330.0
4444,a1,cta0058.seg_B2,119330.0,122062.0
4445,r',cta0058.seg_B2,122062.0,124102.0
