id,items_,filename,from_,to_
80,k',cta0003.seg_B2,262044.0,265614.0
81,i4,cta0003.seg_B2,265614.0,268366.0
82,n,cta0003.seg_B2,268366.0,269624.0
83,s,cta0003.seg_B2,269624.0,273788.0
84,k,cta0003.seg_B2,273788.0,277564.0
85,u4,cta0003.seg_B2,277564.0,280438.0
86,j,cta0003.seg_B2,280438.0,283086.0
87,u4,cta0003.seg_B2,283086.0,288210.0
88,g,cta0003.seg_B2,300902.0,304136.0
89,d',cta0003.seg_B2,304136.0,307912.0
90,e0,cta0003.seg_B2,307912.0,310382.0
91,a1,cta0003.seg_B2,310382.0,313450.0
92,n,cta0003.seg_B2,313450.0,316982.0
93,a0,cta0003.seg_B2,316982.0,320090.0
94,p,cta0003.seg_B2,320090.0,325032.0
95,r,cta0003.seg_B2,325032.0,326202.0
96,a2,cta0003.seg_B2,326202.0,327618.0
97,l',cta0003.seg_B2,327618.0,330812.0
98,i1,cta0003.seg_B2,330812.0,333708.0
99,zh,cta0003.seg_B2,333708.0,337448.0
100,a0,cta0003.seg_B2,337448.0,341760.0
101,l,cta0003.seg_B2,341760.0,344440.0
102,a4,cta0003.seg_B2,344440.0,346882.0
103,d,cta0003.seg_B2,346882.0,351140.0
104,v',cta0003.seg_B2,351140.0,353616.0
105,i1,cta0003.seg_B2,353616.0,355910.0
106,n,cta0003.seg_B2,355910.0,359186.0
107,a0,cta0003.seg_B2,359186.0,363340.0
108,c,cta0003.seg_B2,363340.0,370048.0
109,a4,cta0003.seg_B2,370048.0,372410.0
110,d',cta0003.seg_B2,372410.0,375378.0
111,d,cta0003.seg_B2,375378.0,378826.0
112,n',cta0003.seg_B2,378826.0,382400.0
113,e0,cta0003.seg_B2,382400.0,386952.0
114,j,cta0003.seg_B2,386952.0,390928.0
115,s,cta0003.seg_B2,409412.0,413054.0
116,p,cta0003.seg_B2,413054.0,416562.0
117,a2,cta0003.seg_B2,416562.0,418588.0
118,d,cta0003.seg_B2,418588.0,421036.0
119,a1,cta0003.seg_B2,421036.0,425034.0
120,z,cta0003.seg_B2,425034.0,429244.0
121,r',cta0003.seg_B2,429244.0,430648.0
122,e0,cta0003.seg_B2,430648.0,434860.0
123,n',cta0003.seg_B2,434860.0,438792.0
124,i4,cta0003.seg_B2,438792.0,440228.0
125,j,cta0003.seg_B2,440228.0,441868.0
126,m,cta0003.seg_B2,441868.0,444914.0
127,n,cta0003.seg_B2,444914.0,446840.0
128,a1,cta0003.seg_B2,446840.0,450136.0
129,s,cta0003.seg_B2,450136.0,455812.0
130,a0,cta0003.seg_B2,455812.0,459914.0
131,m,cta0003.seg_B2,459914.0,463026.0
132,a4,cta0003.seg_B2,463026.0,465870.0
133,j,cta0003.seg_B2,465870.0,468514.0
134,h,cta0003.seg_B2,468514.0,475038.0
135,u0,cta0003.seg_B2,475038.0,478890.0
136,ch,cta0003.seg_B2,478890.0,482592.0
137,sh,cta0003.seg_B2,482592.0,487978.0
138,y4,cta0003.seg_B2,487978.0,490182.0
139,j,cta0003.seg_B2,490182.0,496230.0
140,f,cta0004.seg_B2,0.0,468.0
141,s',cta0004.seg_B2,468.0,7666.0
142,i1,cta0004.seg_B2,7666.0,10558.0
143,n',cta0004.seg_B2,10558.0,12904.0
144,t',cta0004.seg_B2,12904.0,16292.0
145,i1,cta0004.seg_B2,16292.0,18806.0
146,b,cta0004.seg_B2,18806.0,23022.0
147,r',cta0004.seg_B2,23022.0,24154.0
148,e0,cta0004.seg_B2,24154.0,29146.0
149,z',cta0004.seg_B2,29146.0,32382.0
150,d',cta0004.seg_B2,32382.0,35990.0
151,e0,cta0004.seg_B2,35990.0,39650.0
152,l,cta0004.seg_B2,39650.0,42602.0
153,a4,cta0004.seg_B2,42602.0,44908.0
154,l',cta0004.seg_B2,44908.0,47462.0
155,i4,cta0004.seg_B2,47462.0,49528.0
156,a1,cta0004.seg_B2,49528.0,51734.0
157,p',cta0004.seg_B2,51734.0,55902.0
158,i1,cta0004.seg_B2,55902.0,59160.0
159,r,cta0004.seg_B2,59160.0,60612.0
160,a0,cta0004.seg_B2,60612.0,65928.0
161,c,cta0004.seg_B2,65928.0,74418.0
162,y4,cta0004.seg_B2,74418.0,77672.0
163,j,cta0004.seg_B2,77672.0,82710.0
164,h,cta0004.seg_B2,103976.0,110538.0
165,u0,cta0004.seg_B2,110538.0,114814.0
166,ch,cta0004.seg_B2,114814.0,117970.0
167,sh,cta0004.seg_B2,117970.0,123374.0
168,y4,cta0004.seg_B2,123374.0,123536.0
169,i4,cta0004.seg_B2,123536.0,127894.0
170,p,cta0004.seg_B2,127894.0,133516.0
171,a2,cta0004.seg_B2,133516.0,135198.0
172,t,cta0004.seg_B2,135198.0,140982.0
173,v',cta0004.seg_B2,140982.0,144028.0
174,i1,cta0004.seg_B2,144028.0,145580.0
175,r,cta0004.seg_B2,145580.0,148948.0
176,d',cta0004.seg_B2,148948.0,153472.0
177,i0,cta0004.seg_B2,153472.0,157272.0
178,l,cta0004.seg_B2,157272.0,160108.0
179,a4,cta0004.seg_B2,160108.0,161922.0
180,s',cta0004.seg_B2,161922.0,168876.0
181,n,cta0004.seg_B2,199322.0,203558.0
182,o0,cta0004.seg_B2,203558.0,205936.0
183,k,cta0004.seg_B2,205936.0,208936.0
184,s',cta0004.seg_B2,208936.0,213628.0
185,e0,cta0004.seg_B2,213628.0,217430.0
186,n',cta0004.seg_B2,217430.0,220052.0
187,i4,cta0004.seg_B2,220052.0,223464.0
188,j,cta0004.seg_B2,223464.0,226110.0
189,f',cta0004.seg_B2,226110.0,231320.0
190,o0,cta0004.seg_B2,231320.0,235202.0
191,d,cta0004.seg_B2,235202.0,238288.0
192,a4,cta0004.seg_B2,238288.0,239382.0
193,r,cta0004.seg_B2,239382.0,240644.0
194,a4,cta0004.seg_B2,240644.0,242824.0
195,v,cta0004.seg_B2,242824.0,245352.0
196,n,cta0004.seg_B2,245352.0,249134.0
197,a4,cta0004.seg_B2,249134.0,254766.0
198,sc,cta0004.seg_B2,268256.0,274204.0
199,i1,cta0004.seg_B2,274204.0,276042.0
200,t,cta0004.seg_B2,276042.0,279592.0
201,a0,cta0004.seg_B2,279592.0,283128.0
202,f,cta0004.seg_B2,283128.0,285136.0
203,sh,cta0004.seg_B2,285136.0,289898.0
204,a4,cta0004.seg_B2,289898.0,292608.0
205,j,cta0004.seg_B2,292608.0,295162.0
206,sh,cta0004.seg_B2,295162.0,299076.0
207,t,cta0004.seg_B2,299076.0,301812.0
208,o0,cta0004.seg_B2,301812.0,304384.0
209,u1,cta0004.seg_B2,304384.0,306986.0
210,n',cta0004.seg_B2,306986.0,310278.0
211,i1,cta0004.seg_B2,310278.0,314242.0
212,j,cta0004.seg_B2,314242.0,317248.0
213,o0,cta0004.seg_B2,317248.0,321562.0
214,j,cta0004.seg_B2,321562.0,326254.0
215,a0,cta0004.seg_B2,326254.0,332346.0
216,z,cta0004.seg_B2,332346.0,336270.0
217,v',cta0004.seg_B2,336270.0,338958.0
218,i4,cta0004.seg_B2,338958.0,340918.0
219,n,cta0004.seg_B2,340918.0,343262.0
220,n,cta0004.seg_B2,343262.0,345950.0
221,a4,cta0004.seg_B2,345950.0,348714.0
222,j,cta0004.seg_B2,348714.0,351188.0
223,b,cta0004.seg_B2,351188.0,354762.0
224,a1,cta0004.seg_B2,354762.0,357984.0
225,l',cta0004.seg_B2,357984.0,360940.0
226,e0,cta0004.seg_B2,360940.0,366076.0
227,z',cta0004.seg_B2,366076.0,369918.0
228,n',cta0004.seg_B2,369918.0,375464.0
229,p,cta0004.seg_B2,387860.0,391096.0
230,a1,cta0004.seg_B2,391096.0,395116.0
231,ch,cta0004.seg_B2,395116.0,401250.0
232,u0,cta0004.seg_B2,401250.0,404332.0
233,s,cta0004.seg_B2,404332.0,408664.0
234,t,cta0004.seg_B2,408664.0,411824.0
235,v,cta0004.seg_B2,411824.0,411968.0
236,a4,cta0004.seg_B2,411968.0,413962.0
237,v,cta0004.seg_B2,413962.0,416362.0
238,a4,cta0004.seg_B2,416362.0,418516.0
239,l,cta0004.seg_B2,418516.0,420566.0
240,a4,cta0004.seg_B2,420566.0,423738.0
241,u1,cta0004.seg_B2,423738.0,428186.0
242,l,cta0004.seg_B2,428186.0,430708.0
243,u1,cta0004.seg_B2,430708.0,433546.0
244,ch,cta0004.seg_B2,433546.0,440034.0
245,sh,cta0004.seg_B2,440034.0,443094.0
246,e0,cta0004.seg_B2,443094.0,449128.0
247,n',cta0004.seg_B2,449128.0,452762.0
248,i4,cta0004.seg_B2,452762.0,456450.0
249,j,cta0004.seg_B2,456450.0,461346.0
250,s,cta0004.seg_B2,485192.0,489258.0
251,t,cta0004.seg_B2,489258.0,492558.0
252,a0,cta0004.seg_B2,492558.0,497336.0
253,l,cta0004.seg_B2,497336.0,499980.0
254,a4,cta0004.seg_B2,499980.0,502034.0
255,f,cta0004.seg_B2,502034.0,505390.0
256,s,cta0004.seg_B2,505390.0,508406.0
257,k,cta0004.seg_B2,508406.0,512320.0
258,o0,cta0004.seg_B2,512320.0,515790.0
259,r',cta0004.seg_B2,515790.0,517902.0
260,i4,cta0004.seg_B2,517902.0,520348.0
261,h,cta0004.seg_B2,520348.0,525266.0
262,a1,cta0004.seg_B2,525266.0,528920.0
263,d',cta0004.seg_B2,528920.0,533492.0
264,i0,cta0004.seg_B2,533492.0,537396.0
265,t',cta0004.seg_B2,537396.0,544730.0
266,i1,cta0004.seg_B2,569520.0,573596.0
267,v,cta0004.seg_B2,573596.0,576086.0
268,a1,cta0004.seg_B2,576086.0,578276.0
269,k,cta0004.seg_B2,578276.0,581932.0
270,t',cta0004.seg_B2,581932.0,585848.0
271,i1,cta0004.seg_B2,585848.0,587650.0
272,b,cta0004.seg_B2,587650.0,591128.0
273,r',cta0004.seg_B2,591128.0,593208.0
274,e0,cta0004.seg_B2,593208.0,596564.0
275,j,cta0004.seg_B2,596564.0,600346.0
276,j,cta0004.seg_B2,600346.0,603808.0
277,o0,cta0004.seg_B2,603808.0,608142.0
278,a1,cta0004.seg_B2,608142.0,610884.0
279,t,cta0004.seg_B2,610884.0,613888.0
280,p,cta0004.seg_B2,613888.0,617738.0
281,r,cta0004.seg_B2,617738.0,619066.0
282,a0,cta0004.seg_B2,619066.0,623676.0
283,v',cta0004.seg_B2,623676.0,626220.0
284,i4,cta0004.seg_B2,626220.0,627678.0
285,l',cta0004.seg_B2,627678.0,630358.0
286,i4,cta0004.seg_B2,630358.0,632976.0
287,d,cta0004.seg_B2,632976.0,636230.0
288,a1,cta0004.seg_B2,636230.0,640250.0
289,m,cta0004.seg_B2,640250.0,644940.0
290,o0,cta0004.seg_B2,644940.0,650320.0
291,j,cta0004.seg_B2,650320.0,654618.0
292,p,cta0004.seg_B2,673078.0,674176.0
293,a2,cta0004.seg_B2,674176.0,676690.0
294,p,cta0004.seg_B2,676690.0,680780.0
295,a1,cta0004.seg_B2,680780.0,686036.0
296,l,cta0004.seg_B2,686036.0,689382.0
297,n',cta0004.seg_B2,689382.0,692662.0
298,e0,cta0004.seg_B2,692662.0,697970.0
299,f,cta0004.seg_B2,697970.0,701996.0
300,sh,cta0004.seg_B2,701996.0,706830.0
301,u4,cta0004.seg_B2,706830.0,710038.0
302,j,cta0004.seg_B2,710038.0,715868.0
303,i1,cta0004.seg_B2,732282.0,736490.0
304,t,cta0004.seg_B2,736490.0,739580.0
305,v',cta0004.seg_B2,739580.0,742700.0
306,o0,cta0004.seg_B2,742700.0,746764.0
307,r,cta0004.seg_B2,746764.0,748504.0
308,d,cta0004.seg_B2,748504.0,752012.0
309,a4,cta0004.seg_B2,752012.0,754064.0
310,u1,cta0004.seg_B2,754064.0,758236.0
311,v',cta0004.seg_B2,758236.0,762806.0
312,e0,cta0004.seg_B2,762806.0,766834.0
313,r',cta0004.seg_B2,766834.0,768700.0
314,i4,cta0004.seg_B2,768700.0,771098.0
315,n,cta0004.seg_B2,771098.0,773430.0
316,n,cta0004.seg_B2,773430.0,775580.0
317,u4,cta0004.seg_B2,775580.0,777872.0
318,j,cta0004.seg_B2,777872.0,781402.0
319,f,cta0004.seg_B2,781402.0,785330.0
320,t,cta0004.seg_B2,785330.0,790062.0
321,o0,cta0004.seg_B2,790062.0,794678.0
322,m,cta0004.seg_B2,794678.0,799240.0
323,sh,cta0004.seg_B2,811154.0,815844.0
324,t,cta0004.seg_B2,815844.0,819308.0
325,o0,cta0004.seg_B2,819308.0,822692.0
326,d',cta0004.seg_B2,822692.0,828230.0
327,e0,cta0004.seg_B2,828230.0,832736.0
328,l,cta0004.seg_B2,832736.0,836428.0
329,a4,cta0004.seg_B2,836428.0,838870.0
330,i1,cta0004.seg_B2,838870.0,842228.0
331,d',cta0004.seg_B2,842228.0,846242.0
332,o0,cta0004.seg_B2,846242.0,850548.0
333,t,cta0004.seg_B2,850548.0,856056.0
334,n,cta0004.seg_B2,856056.0,856808.0
335,a2,cta0004.seg_B2,856808.0,859600.0
336,p,cta0004.seg_B2,859600.0,861770.0
337,a1,cta0004.seg_B2,861770.0,865082.0
338,p,cta0004.seg_B2,865082.0,868510.0
339,r,cta0004.seg_B2,868510.0,870826.0
340,a0,cta0004.seg_B2,870826.0,876294.0
341,f,cta0004.seg_B2,876294.0,879988.0
342,k,cta0004.seg_B2,879988.0,884052.0
343,u4,cta0004.seg_B2,884052.0,889588.0
344,v,cta0005.seg_B2,0.0,3468.0
345,o0,cta0005.seg_B2,3468.0,6216.0
346,t,cta0005.seg_B2,6216.0,10648.0
347,y0,cta0005.seg_B2,10648.0,12884.0
348,m',cta0005.seg_B2,12884.0,16752.0
349,i4,cta0005.seg_B2,16752.0,18152.0
350,n,cta0005.seg_B2,18152.0,19322.0
351,n,cta0005.seg_B2,19322.0,20742.0
352,a4,cta0005.seg_B2,20742.0,23398.0
353,t,cta0005.seg_B2,23398.0,28376.0
354,a1,cta0005.seg_B2,28376.0,31816.0
355,g,cta0005.seg_B2,31816.0,35468.0
356,d,cta0005.seg_B2,35468.0,39382.0
357,a0,cta0005.seg_B2,39382.0,50736.0
358,k,cta0005.seg_B2,61664.0,64758.0
359,a1,cta0005.seg_B2,64758.0,68000.0
360,g,cta0005.seg_B2,68000.0,70356.0
361,d,cta0005.seg_B2,70356.0,73946.0
362,a0,cta0005.seg_B2,73946.0,76990.0
363,k,cta0005.seg_B2,76990.0,80148.0
364,s',cta0005.seg_B2,80148.0,85468.0
365,e0,cta0005.seg_B2,85468.0,89334.0
366,n',cta0005.seg_B2,89334.0,93022.0
367,i4,cta0005.seg_B2,93022.0,95172.0
368,j,cta0005.seg_B2,95172.0,97440.0
369,f',cta0005.seg_B2,97440.0,103372.0
370,o0,cta0005.seg_B2,103372.0,106656.0
371,d,cta0005.seg_B2,106656.0,109458.0
372,a4,cta0005.seg_B2,109458.0,110512.0
373,r,cta0005.seg_B2,110512.0,111674.0
374,a4,cta0005.seg_B2,111674.0,113608.0
375,v,cta0005.seg_B2,113608.0,117012.0
376,n,cta0005.seg_B2,117012.0,119534.0
377,a4,cta0005.seg_B2,119534.0,121876.0
378,v',cta0005.seg_B2,121876.0,125362.0
379,i1,cta0005.seg_B2,125362.0,127034.0
380,r,cta0005.seg_B2,127034.0,130196.0
381,n,cta0005.seg_B2,130196.0,133406.0
382,u0,cta0005.seg_B2,133406.0,135562.0
383,l,cta0005.seg_B2,135562.0,138358.0
384,a4,cta0005.seg_B2,138358.0,140210.0
385,s',cta0005.seg_B2,140210.0,145236.0
386,i1,cta0005.seg_B2,145236.0,147110.0
387,z,cta0005.seg_B2,147110.0,149850.0
388,b,cta0005.seg_B2,149850.0,153736.0
389,a1,cta0005.seg_B2,153736.0,157198.0
390,l',cta0005.seg_B2,157198.0,159672.0
391,n',cta0005.seg_B2,159672.0,162798.0
392,i0,cta0005.seg_B2,162798.0,167010.0
393,c,cta0005.seg_B2,167010.0,174398.0
394,y4,cta0005.seg_B2,174398.0,180554.0
395,zh,cta0005.seg_B2,205702.0,211782.0
396,y1,cta0005.seg_B2,211782.0,214692.0
397,n,cta0005.seg_B2,214692.0,218324.0
398,a0,cta0005.seg_B2,218324.0,222430.0
399,d,cta0005.seg_B2,222430.0,225634.0
400,m',cta0005.seg_B2,225634.0,230422.0
401,i0,cta0005.seg_B2,230422.0,234082.0
402,t,cta0005.seg_B2,234082.0,239080.0
403,r',cta0005.seg_B2,239080.0,240280.0
404,i4,cta0005.seg_B2,240280.0,243444.0
405,j,cta0005.seg_B2,243444.0,245496.0
406,v,cta0005.seg_B2,245496.0,248496.0
407,a4,cta0005.seg_B2,248496.0,251320.0
408,z,cta0005.seg_B2,251320.0,254748.0
409,a1,cta0005.seg_B2,254748.0,259000.0
410,t',cta0005.seg_B2,259000.0,265230.0
411,e0,cta0005.seg_B2,265230.0,269986.0
412,j,cta0005.seg_B2,269986.0,273882.0
413,l,cta0005.seg_B2,273882.0,277612.0
414,a4,cta0005.seg_B2,277612.0,281934.0
415,a1,cta0005.seg_B2,281934.0,290022.0
416,b,cta0005.seg_B2,290022.0,295154.0
417,m',cta0005.seg_B2,295154.0,299404.0
418,e0,cta0005.seg_B2,299404.0,304646.0
419,n,cta0005.seg_B2,304646.0,310348.0
420,r',cta0005.seg_B2,336160.0,339662.0
421,i1,cta0005.seg_B2,339662.0,342858.0
422,sh,cta0005.seg_B2,342858.0,349186.0
423,y0,cta0005.seg_B2,349186.0,352372.0
424,l,cta0005.seg_B2,352372.0,355036.0
425,a4,cta0005.seg_B2,355036.0,357450.0
426,s,cta0005.seg_B2,357450.0,365326.0
427,r,cta0005.seg_B2,365326.0,366662.0
428,o0,cta0005.seg_B2,366662.0,371062.0
429,ch,cta0005.seg_B2,371062.0,377934.0
430,n,cta0005.seg_B2,377934.0,379174.0
431,a4,cta0005.seg_B2,379174.0,381312.0
432,s,cta0005.seg_B2,381312.0,386618.0
433,j,cta0005.seg_B2,386618.0,388500.0
434,i1,cta0005.seg_B2,388500.0,392010.0
435,zh,cta0005.seg_B2,392010.0,395086.0
436,zh,cta0005.seg_B2,395086.0,397816.0
437,a0,cta0005.seg_B2,397816.0,402692.0
438,c,cta0005.seg_B2,402692.0,405028.0
439,c,cta0005.seg_B2,405028.0,407790.0
440,a4,cta0005.seg_B2,407790.0,409414.0
441,s,cta0005.seg_B2,409414.0,414288.0
442,a2,cta0005.seg_B2,414288.0,414966.0
443,s,cta0005.seg_B2,414966.0,420256.0
444,v',cta0005.seg_B2,420256.0,422394.0
445,i1,cta0005.seg_B2,422394.0,424562.0
446,k,cta0005.seg_B2,424562.0,429108.0
447,r,cta0005.seg_B2,429108.0,430558.0
448,o0,cta0005.seg_B2,430558.0,434768.0
449,v',cta0005.seg_B2,434768.0,438208.0
450,j,cta0005.seg_B2,438208.0,441400.0
451,u4,cta0005.seg_B2,441400.0,446018.0
452,zh,cta0005.seg_B2,463208.0,469734.0
453,y0,cta0005.seg_B2,469734.0,474540.0
454,f,cta0005.seg_B2,474540.0,477396.0
455,sh,cta0005.seg_B2,477396.0,482196.0
456,y4,cta0005.seg_B2,482196.0,485072.0
457,a1,cta0005.seg_B2,485072.0,487650.0
458,d',cta0005.seg_B2,487650.0,490498.0
459,i1,cta0005.seg_B2,490498.0,493090.0
460,n,cta0005.seg_B2,493090.0,495998.0
461,o0,cta0005.seg_B2,495998.0,499834.0
462,k,cta0005.seg_B2,499834.0,502926.0
463,a4,cta0005.seg_B2,502926.0,505662.0
464,f,cta0005.seg_B2,505662.0,509658.0
465,h,cta0005.seg_B2,509658.0,512840.0
466,a1,cta0005.seg_B2,512840.0,517228.0
467,r,cta0005.seg_B2,517228.0,518964.0
468,o0,cta0005.seg_B2,518964.0,525140.0
469,sh,cta0005.seg_B2,525140.0,531406.0
470,y4,cta0005.seg_B2,531406.0,536404.0
471,j,cta0005.seg_B2,536404.0,539000.0
472,d,cta0005.seg_B2,542264.0,547180.0
473,v,cta0005.seg_B2,547180.0,549686.0
474,a2,cta0005.seg_B2,549686.0,552050.0
475,c,cta0005.seg_B2,552050.0,556946.0
476,a2,cta0005.seg_B2,556946.0,559086.0
477,t',cta0005.seg_B2,559086.0,563992.0
478,i1,cta0005.seg_B2,563992.0,566328.0
479,m',cta0005.seg_B2,566328.0,569724.0
480,i1,cta0005.seg_B2,569724.0,571656.0
481,t,cta0005.seg_B2,571656.0,575898.0
482,r,cta0005.seg_B2,575898.0,577582.0
483,o0,cta0005.seg_B2,577582.0,581200.0
484,v,cta0005.seg_B2,581200.0,584082.0
485,a4,cta0005.seg_B2,584082.0,586940.0
486,k,cta0005.seg_B2,586940.0,592874.0
487,o0,cta0005.seg_B2,592874.0,596350.0
488,m,cta0005.seg_B2,596350.0,598492.0
489,n,cta0005.seg_B2,598492.0,601436.0
490,a4,cta0005.seg_B2,601436.0,604292.0
491,t',cta0005.seg_B2,604292.0,609736.0
492,i4,cta0005.seg_B2,609736.0,616464.0
493,n,cta0005.seg_B2,622096.0,626282.0
494,a2,cta0005.seg_B2,626282.0,627906.0
495,p,cta0005.seg_B2,627906.0,631984.0
496,r,cta0005.seg_B2,631984.0,633236.0
497,a2,cta0005.seg_B2,633236.0,635096.0
498,f,cta0005.seg_B2,635096.0,638084.0
499,s,cta0005.seg_B2,638084.0,642240.0
500,a1,cta0005.seg_B2,642240.0,645916.0
501,j,cta0005.seg_B2,645916.0,650494.0
502,u0,cta0005.seg_B2,650494.0,653872.0
503,z,cta0005.seg_B2,653872.0,657818.0
504,n,cta0005.seg_B2,657818.0,661072.0
505,a4,cta0005.seg_B2,661072.0,662872.0
506,j,cta0005.seg_B2,662872.0,664882.0
507,u0,cta0005.seg_B2,664882.0,673818.0
508,l',cta0005.seg_B2,673818.0,676530.0
509,i4,cta0005.seg_B2,676530.0,678898.0
510,c,cta0005.seg_B2,678898.0,686024.0
511,y4,cta0005.seg_B2,686024.0,691068.0
512,r,cta0006.seg_B2,0.0,3138.0
513,a2,cta0006.seg_B2,3138.0,5922.0
514,z,cta0006.seg_B2,5922.0,8686.0
515,g,cta0006.seg_B2,8686.0,11186.0
516,a1,cta0006.seg_B2,11186.0,15112.0
517,v,cta0006.seg_B2,15112.0,17462.0
518,o0,cta0006.seg_B2,17462.0,20808.0
519,r,cta0006.seg_B2,20808.0,21820.0
520,y4,cta0006.seg_B2,21820.0,24794.0
521,a1,cta0006.seg_B2,24794.0,27370.0
522,t,cta0006.seg_B2,27370.0,31896.0
523,o0,cta0006.seg_B2,31896.0,35374.0
524,m,cta0006.seg_B2,35374.0,38130.0
525,sh,cta0006.seg_B2,38130.0,42012.0
526,t,cta0006.seg_B2,42012.0,45188.0
527,o0,cta0006.seg_B2,45188.0,47214.0
528,b,cta0006.seg_B2,47214.0,50042.0
529,y4,cta0006.seg_B2,50042.0,52820.0
530,s,cta0006.seg_B2,52820.0,57854.0
531,a2,cta0006.seg_B2,57854.0,60494.0
532,i1,cta0006.seg_B2,60494.0,63056.0
533,d',cta0006.seg_B2,63056.0,65460.0
534,i1,cta0006.seg_B2,65460.0,67990.0
535,n',cta0006.seg_B2,67990.0,71650.0
536,i0,cta0006.seg_B2,71650.0,74878.0
537,c,cta0006.seg_B2,74878.0,77484.0
538,c,cta0006.seg_B2,77484.0,79872.0
539,a4,cta0006.seg_B2,79872.0,82604.0
540,s,cta0006.seg_B2,82604.0,87802.0
541,m,cta0006.seg_B2,87802.0,90058.0
542,a0,cta0006.seg_B2,90058.0,93572.0
543,t',cta0006.seg_B2,93572.0,98630.0
544,i4,cta0006.seg_B2,98630.0,100278.0
545,r',cta0006.seg_B2,100278.0,102002.0
546,j,cta0006.seg_B2,102002.0,106624.0
547,u4,cta0006.seg_B2,106624.0,114074.0
548,d,cta0006.seg_B2,126168.0,131808.0
549,m',cta0006.seg_B2,131808.0,135544.0
