id,items_,filename,from_,to_
1940,y1,cta0018.seg_B1,929724.0,933184.0
1941,ch,cta0018.seg_B1,933184.0,940492.0
1942,u1,cta0018.seg_B1,940492.0,942674.0
1943,m,cta0018.seg_B1,942674.0,947310.0
1944,u0,cta0018.seg_B1,947310.0,956540.0
1945,d,cta0018.seg_B1,976114.0,982514.0
1946,v',cta0018.seg_B1,982514.0,985370.0
1947,e0,cta0018.seg_B1,985370.0,988972.0
1948,h,cta0018.seg_B1,988972.0,994054.0
1949,a1,cta0018.seg_B1,994054.0,996842.0
1950,r,cta0018.seg_B1,996842.0,998524.0
1951,o0,cta0018.seg_B1,998524.0,1002074.0
1952,sh,cta0018.seg_B1,1002074.0,1007834.0
1953,y4,cta0018.seg_B1,1007834.0,1012088.0
1954,i4,cta0018.seg_B1,1012088.0,1014288.0
1955,zh,cta0018.seg_B1,1014288.0,1019442.0
1956,e0,cta0018.seg_B1,1019442.0,1024126.0
1957,n',cta0018.seg_B1,1024126.0,1027306.0
1958,sc,cta0018.seg_B1,1027306.0,1033544.0
1959,e4,cta0018.seg_B1,1033544.0,1034946.0
1960,n,cta0018.seg_B1,1034946.0,1038088.0
1961,e4,cta0018.seg_B1,1038088.0,1043876.0
1962,g,cta0018.seg_B1,1059152.0,1063082.0
1963,y1,cta0018.seg_B1,1063082.0,1065232.0
1964,r',cta0018.seg_B1,1065232.0,1067142.0
1965,i1,cta0018.seg_B1,1067142.0,1069878.0
1966,ch,cta0018.seg_B1,1069878.0,1075680.0
1967,o0,cta0018.seg_B1,1075680.0,1078990.0
1968,l',cta0018.seg_B1,1078990.0,1081880.0
1969,u1,cta0018.seg_B1,1081880.0,1084476.0
1970,b',cta0018.seg_B1,1084476.0,1087970.0
1971,i0,cta0018.seg_B1,1087970.0,1092282.0
1972,f,cta0018.seg_B1,1092282.0,1096040.0
1973,sh,cta0018.seg_B1,1096040.0,1100032.0
1974,y4,cta0018.seg_B1,1100032.0,1103428.0
1975,i4,cta0018.seg_B1,1103428.0,1105102.0
1976,d,cta0018.seg_B1,1105102.0,1109952.0
1977,m',cta0018.seg_B1,1109952.0,1113856.0
1978,i0,cta0018.seg_B1,1113856.0,1117562.0
1979,t,cta0018.seg_B1,1117562.0,1121816.0
1980,r',cta0018.seg_B1,1121816.0,1124032.0
1981,i4,cta0018.seg_B1,1124032.0,1126792.0
1982,e4,cta0018.seg_B1,1126792.0,1129396.0
1983,v,cta0018.seg_B1,1129396.0,1132272.0
1984,a4,cta0018.seg_B1,1132272.0,1138732.0
1985,t,cta0018.seg_B1,1144532.0,1147424.0
1986,o0,cta0018.seg_B1,1147424.0,1154564.0
1987,zh,cta0018.seg_B1,1154564.0,1157838.0
1988,y4,cta0018.seg_B1,1157838.0,1160104.0
1989,h,cta0018.seg_B1,1160104.0,1164740.0
1990,a1,cta0018.seg_B1,1164740.0,1167556.0
1991,r,cta0018.seg_B1,1167556.0,1169156.0
1992,o0,cta0018.seg_B1,1169156.0,1173562.0
1993,sh,cta0018.seg_B1,1173562.0,1178740.0
1994,e4,cta0018.seg_B1,1178740.0,1179938.0
1995,v,cta0018.seg_B1,1179938.0,1182036.0
1996,e4,cta0018.seg_B1,1182036.0,1184208.0
1997,ch,cta0018.seg_B1,1184208.0,1190760.0
1998,e1,cta0018.seg_B1,1190760.0,1192408.0
1999,l,cta0018.seg_B1,1192408.0,1194220.0
2000,a1,cta0018.seg_B1,1194220.0,1197952.0
2001,v',cta0018.seg_B1,1197952.0,1201310.0
2002,e0,cta0018.seg_B1,1201310.0,1204818.0
2003,k,cta0018.seg_B1,1204818.0,1209850.0
2004,a4,cta0018.seg_B1,1209850.0,1215438.0
2005,i1,cta0018.seg_B1,1233968.0,1238948.0
2006,i1,cta0018.seg_B1,1238948.0,1242292.0
2007,v,cta0018.seg_B1,1242292.0,1246040.0
2008,o0,cta0018.seg_B1,1246040.0,1249522.0
2009,d,cta0018.seg_B1,1249522.0,1254086.0
2010,o0,cta0018.seg_B1,1254086.0,1258570.0
2011,ch,cta0018.seg_B1,1258570.0,1264662.0
2012,n,cta0018.seg_B1,1264662.0,1267316.0
2013,a1,cta0018.seg_B1,1267316.0,1269576.0
2014,t,cta0018.seg_B1,1269576.0,1274344.0
2015,a0,cta0018.seg_B1,1274344.0,1279080.0
2016,sh,cta0018.seg_B1,1279080.0,1282294.0
2017,k,cta0018.seg_B1,1282294.0,1287106.0
2018,u4,cta0018.seg_B1,1287106.0,1294684.0
2019,u1,cta0018.seg_B1,1312232.0,1317262.0
2020,p,cta0018.seg_B1,1317262.0,1325466.0
2021,o0,cta0018.seg_B1,1325466.0,1333126.0
2022,r,cta0018.seg_B1,1333126.0,1337392.0
2023,n,cta0018.seg_B1,1337392.0,1339750.0
2024,e4,cta0018.seg_B1,1339750.0,1342994.0
2025,l',cta0018.seg_B1,1342994.0,1345430.0
2026,e1,cta0018.seg_B1,1345430.0,1349174.0
2027,l',cta0018.seg_B1,1349174.0,1352794.0
2028,e0,cta0018.seg_B1,1352794.0,1358344.0
2029,i4,cta0018.seg_B1,1358344.0,1361754.0
2030,l',cta0018.seg_B1,1361754.0,1364174.0
2031,i4,cta0018.seg_B1,1364174.0,1366236.0
2032,f,cta0018.seg_B1,1366236.0,1369876.0
2033,s',cta0018.seg_B1,1369876.0,1373824.0
2034,i1,cta0018.seg_B1,1373824.0,1375620.0
2035,b',cta0018.seg_B1,1375620.0,1379120.0
2036,e0,cta0018.seg_B1,1379120.0,1382986.0
2037,t,cta0018.seg_B1,1382986.0,1387724.0
2038,v',cta0018.seg_B1,1387724.0,1390386.0
2039,e1,cta0018.seg_B1,1390386.0,1392818.0
2040,r,cta0018.seg_B1,1392818.0,1396694.0
2041,d',cta0018.seg_B1,1396694.0,1400452.0
2042,e0,cta0018.seg_B1,1400452.0,1404988.0
2043,f,cta0018.seg_B1,1404988.0,1407798.0
2044,sh,cta0018.seg_B1,1407798.0,1412898.0
2045,u4,cta0018.seg_B1,1412898.0,1415888.0
2046,y4,cta0018.seg_B1,1415888.0,1417712.0
2047,z,cta0018.seg_B1,1417712.0,1420790.0
2048,g,cta0018.seg_B1,1420790.0,1424506.0
2049,a1,cta0018.seg_B1,1424506.0,1427974.0
2050,d,cta0018.seg_B1,1427974.0,1431904.0
2051,a0,cta0018.seg_B1,1431904.0,1437426.0
2052,m',cta0018.seg_B1,1437426.0,1440670.0
2053,e4,cta0018.seg_B1,1440670.0,1445596.0
2054,v,cta0018.seg_B1,1455766.0,1459524.0
2055,z,cta0018.seg_B1,1459524.0,1464126.0
2056,a1,cta0018.seg_B1,1464126.0,1468190.0
2057,i0,cta0018.seg_B1,1468190.0,1473588.0
2058,m,cta0018.seg_B1,1473588.0,1477352.0
2059,n,cta0018.seg_B1,1477352.0,1480312.0
2060,u4,cta0018.seg_B1,1480312.0,1483542.0
2061,y4,cta0018.seg_B1,1483542.0,1485396.0
2062,n',cta0018.seg_B1,1485396.0,1487960.0
2063,i1,cta0018.seg_B1,1487960.0,1489636.0
2064,p,cta0018.seg_B1,1489636.0,1493332.0
2065,r',cta0018.seg_B1,1493332.0,1495226.0
2066,i1,cta0018.seg_B1,1495226.0,1500258.0
2067,j,cta0018.seg_B1,1500258.0,1501496.0
2068,a0,cta0018.seg_B1,1501496.0,1507266.0
2069,z',cta0018.seg_B1,1507266.0,1512198.0
2070,n',cta0018.seg_B1,1512198.0,1517532.0
2071,m,cta0019.seg_B1,0.0,6242.0
2072,u0,cta0019.seg_B1,6242.0,12454.0
2073,ch,cta0019.seg_B1,12454.0,18238.0
2074,u4,cta0019.seg_B1,18238.0,21040.0
2075,l,cta0019.seg_B1,21040.0,23266.0
2076,s',cta0019.seg_B1,23266.0,29838.0
2077,a4,cta0019.seg_B1,29838.0,37908.0
2078,i1,cta0019.seg_B1,51268.0,56414.0
2079,z,cta0019.seg_B1,56414.0,60466.0
2080,u1,cta0019.seg_B1,60466.0,63850.0
2081,m,cta0019.seg_B1,63850.0,67000.0
2082,l',cta0019.seg_B1,67000.0,70684.0
2083,a0,cta0019.seg_B1,70684.0,76308.0
2084,l,cta0019.seg_B1,76308.0,79686.0
2085,s',cta0019.seg_B1,79686.0,86826.0
2086,a4,cta0019.seg_B1,86826.0,92778.0
2087,l,cta0019.seg_B1,110370.0,115518.0
2088,a1,cta0019.seg_B1,115518.0,119582.0
2089,m,cta0019.seg_B1,119582.0,122670.0
2090,a0,cta0019.seg_B1,122670.0,125754.0
2091,l,cta0019.seg_B1,125754.0,128348.0
2092,s',cta0019.seg_B1,128348.0,134628.0
2093,i1,cta0019.seg_B1,134628.0,135592.0
2094,b',cta0019.seg_B1,135592.0,138944.0
2095,e0,cta0019.seg_B1,138944.0,142278.0
2096,g,cta0019.seg_B1,142278.0,147488.0
2097,o0,cta0019.seg_B1,147488.0,152688.0
2098,l,cta0019.seg_B1,152688.0,155630.0
2099,o4,cta0019.seg_B1,155630.0,157980.0
2100,v,cta0019.seg_B1,157980.0,161124.0
2101,u4,cta0019.seg_B1,161124.0,165228.0
2102,n,cta0019.seg_B1,183994.0,189668.0
2103,o0,cta0019.seg_B1,189668.0,192914.0
2104,p,cta0019.seg_B1,192914.0,196162.0
2105,a1,cta0019.seg_B1,196162.0,199414.0
2106,t,cta0019.seg_B1,199414.0,204726.0
2107,o0,cta0019.seg_B1,204726.0,209322.0
2108,m,cta0019.seg_B1,209322.0,215130.0
2109,p,cta0019.seg_B1,224212.0,227970.0
2110,r',cta0019.seg_B1,227970.0,229426.0
2111,i1,cta0019.seg_B1,229426.0,234146.0
2112,v,cta0019.seg_B1,234146.0,238142.0
2113,y0,cta0019.seg_B1,238142.0,243230.0
2114,k,cta0019.seg_B1,243230.0,252878.0
2115,p,cta0020.seg_B1,0.0,3210.0
2116,r',cta0020.seg_B1,3210.0,4882.0
2117,i1,cta0020.seg_B1,4882.0,8786.0
2118,v,cta0020.seg_B1,8786.0,12108.0
2119,y0,cta0020.seg_B1,12108.0,14616.0
2120,k,cta0020.seg_B1,14616.0,18518.0
2121,a1,cta0020.seg_B1,18518.0,21374.0
2122,t,cta0020.seg_B1,21374.0,24606.0
2123,t,cta0020.seg_B1,24606.0,27806.0
2124,a1,cta0020.seg_B1,27806.0,31490.0
2125,v,cta0020.seg_B1,31490.0,34742.0
2126,o0,cta0020.seg_B1,34742.0,38178.0
2127,sh,cta0020.seg_B1,38178.0,42952.0
2128,t,cta0020.seg_B1,42952.0,46332.0
2129,o0,cta0020.seg_B1,46332.0,48754.0
2130,u1,cta0020.seg_B1,48754.0,54176.0
2131,v',cta0020.seg_B1,54176.0,57642.0
2132,i0,cta0020.seg_B1,57642.0,62338.0
2133,d',cta0020.seg_B1,62338.0,66776.0
2134,e4,cta0020.seg_B1,66776.0,69362.0
2135,l,cta0020.seg_B1,69362.0,76346.0
2136,sh,cta0020.seg_B1,92678.0,97592.0
2137,t,cta0020.seg_B1,97592.0,101756.0
2138,o0,cta0020.seg_B1,101756.0,105888.0
2139,t,cta0020.seg_B1,105888.0,111176.0
2140,o0,cta0020.seg_B1,111176.0,116742.0
2141,zh,cta0020.seg_B1,116742.0,120812.0
2142,e4,cta0020.seg_B1,120812.0,127976.0
2143,u1,cta0020.seg_B1,135492.0,139226.0
2144,f,cta0020.seg_B1,139226.0,143624.0
2145,s',cta0020.seg_B1,143624.0,150472.0
2146,e0,cta0020.seg_B1,150472.0,156694.0
2147,h,cta0020.seg_B1,156694.0,165418.0
2148,i1,cta0020.seg_B1,188920.0,195384.0
2149,f,cta0020.seg_B1,195384.0,200252.0
2150,s',cta0020.seg_B1,200252.0,206466.0
2151,e0,cta0020.seg_B1,206466.0,213076.0
2152,p,cta0020.seg_B1,232618.0,236474.0
2153,r',cta0020.seg_B1,236474.0,238058.0
2154,i1,cta0020.seg_B1,238058.0,241890.0
2155,v,cta0020.seg_B1,241890.0,245406.0
2156,y0,cta0020.seg_B1,245406.0,250176.0
2157,k,cta0020.seg_B1,250176.0,255442.0
2158,l',cta0020.seg_B1,255442.0,258708.0
2159,i4,cta0020.seg_B1,258708.0,263028.0
2160,i1,cta0021.seg_B1,0.0,3180.0
2161,u1,cta0021.seg_B1,3180.0,6938.0
2162,s,cta0021.seg_B1,6938.0,9924.0
2163,p,cta0021.seg_B1,9924.0,13686.0
2164,a1,cta0021.seg_B1,13686.0,16630.0
2165,k,cta0021.seg_B1,16630.0,22246.0
2166,o0,cta0021.seg_B1,22246.0,26490.0
2167,i4,cta0021.seg_B1,26490.0,30278.0
2168,l,cta0021.seg_B1,30278.0,32802.0
2169,s',cta0021.seg_B1,32802.0,38242.0
2170,a4,cta0021.seg_B1,38242.0,40496.0
2171,n,cta0021.seg_B1,40496.0,43112.0
2172,a1,cta0021.seg_B1,43112.0,45792.0
2173,t,cta0021.seg_B1,45792.0,50100.0
2174,o0,cta0021.seg_B1,50100.0,53354.0
2175,j,cta0021.seg_B1,53354.0,56938.0
2176,i0,cta0021.seg_B1,56938.0,61362.0
2177,s',cta0021.seg_B1,61362.0,65270.0
2178,t',cta0021.seg_B1,65270.0,69814.0
2179,i4,cta0021.seg_B1,69814.0,72394.0
2180,n',cta0021.seg_B1,72394.0,76492.0
2181,e4,cta0021.seg_B1,76492.0,81854.0
2182,sh,cta0021.seg_B1,98464.0,103446.0
2183,t,cta0021.seg_B1,103446.0,106784.0
2184,o0,cta0021.seg_B1,106784.0,110444.0
2185,n',cta0021.seg_B1,110444.0,113736.0
2186,e0,cta0021.seg_B1,113736.0,118000.0
2187,d,cta0021.seg_B1,118000.0,120872.0
2188,v,cta0021.seg_B1,120872.0,124392.0
2189,zh,cta0021.seg_B1,124392.0,128212.0
2190,y0,cta0021.seg_B1,128212.0,133436.0
2191,z',cta0021.seg_B1,133436.0,136380.0
2192,n',cta0021.seg_B1,136380.0,139008.0
2193,i4,cta0021.seg_B1,139008.0,141574.0
2194,n',cta0021.seg_B1,141574.0,143866.0
2195,i1,cta0021.seg_B1,143866.0,146316.0
2196,ch,cta0021.seg_B1,146316.0,150646.0
2197,i1,cta0021.seg_B1,150646.0,152310.0
2198,v,cta0021.seg_B1,152310.0,154438.0
2199,o0,cta0021.seg_B1,154438.0,157006.0
2200,b,cta0021.seg_B1,157006.0,161422.0
2201,o0,cta0021.seg_B1,161422.0,165682.0
2202,l',cta0021.seg_B1,165682.0,168864.0
2203,e4,cta0021.seg_B1,168864.0,173708.0
2204,m,cta0021.seg_B1,173708.0,179296.0
2205,u0,cta0021.seg_B1,179296.0,184634.0
2206,d,cta0021.seg_B1,184634.0,188268.0
2207,r,cta0021.seg_B1,188268.0,189390.0
2208,a4,cta0021.seg_B1,189390.0,190840.0
2209,v,cta0021.seg_B1,190840.0,193972.0
2210,a4,cta0021.seg_B1,193972.0,196052.0
2211,e1,cta0021.seg_B1,196052.0,198630.0
2212,c,cta0021.seg_B1,198630.0,206268.0
2213,e0,cta0021.seg_B1,206268.0,210682.0
2214,n,cta0021.seg_B1,210682.0,213642.0
2215,n,cta0021.seg_B1,213642.0,216340.0
2216,a4,cta0021.seg_B1,216340.0,218172.0
2217,v,cta0021.seg_B1,218172.0,220762.0
2218,a4,cta0021.seg_B1,220762.0,223696.0
2219,ch,cta0021.seg_B1,223696.0,230746.0
2220,e0,cta0021.seg_B1,230746.0,234326.0
2221,m,cta0021.seg_B1,234326.0,237264.0
2222,p,cta0021.seg_B1,237264.0,243284.0
2223,a1,cta0021.seg_B1,243284.0,246318.0
2224,k,cta0021.seg_B1,246318.0,254290.0
2225,o0,cta0021.seg_B1,254290.0,260338.0
2226,j,cta0021.seg_B1,260338.0,265200.0
2227,i1,cta0021.seg_B1,291186.0,296716.0
2228,j,cta0021.seg_B1,296716.0,301098.0
2229,i1,cta0021.seg_B1,301098.0,304310.0
2230,v,cta0021.seg_B1,304310.0,308462.0
2231,o0,cta0021.seg_B1,308462.0,313802.0
2232,t,cta0021.seg_B1,313802.0,318186.0
2233,a4,cta0021.seg_B1,318186.0,324704.0
2234,n,cta0021.seg_B1,340882.0,346812.0
2235,u0,cta0021.seg_B1,346812.0,351658.0
2236,zh,cta0021.seg_B1,351658.0,355648.0
2237,n,cta0021.seg_B1,355648.0,357200.0
2238,a4,cta0021.seg_B1,357200.0,359378.0
2239,b',cta0021.seg_B1,359378.0,363622.0
2240,i1,cta0021.seg_B1,363622.0,366510.0
2241,r',cta0021.seg_B1,366510.0,368744.0
2242,e0,cta0021.seg_B1,368744.0,373718.0
2243,ch,cta0021.seg_B1,373718.0,380372.0
2244,i1,cta0021.seg_B1,380372.0,391492.0
2245,z,cta0021.seg_B1,391492.0,394900.0
2246,a1,cta0021.seg_B1,394900.0,399196.0
2247,f,cta0021.seg_B1,399196.0,402936.0
2248,s',cta0021.seg_B1,402936.0,408842.0
2249,e0,cta0021.seg_B1,408842.0,412822.0
2250,h,cta0021.seg_B1,412822.0,416442.0
2251,s',cta0021.seg_B1,416442.0,423160.0
2252,i0,cta0021.seg_B1,423160.0,427146.0
2253,l,cta0021.seg_B1,427146.0,432180.0
2254,p,cta0022.seg_B1,0.0,3064.0
2255,a1,cta0022.seg_B1,3064.0,7152.0
2256,e0,cta0022.seg_B1,7152.0,10648.0
2257,t,cta0022.seg_B1,10648.0,14190.0
2258,y4,cta0022.seg_B1,14190.0,15060.0
2259,m,cta0022.seg_B1,15060.0,18338.0
2260,u4,cta0022.seg_B1,18338.0,20356.0
2261,k,cta0022.seg_B1,20356.0,23702.0
2262,a1,cta0022.seg_B1,23702.0,26490.0
2263,g,cta0022.seg_B1,26490.0,29236.0
2264,d,cta0022.seg_B1,29236.0,32598.0
2265,a0,cta0022.seg_B1,32598.0,35936.0
2266,l',cta0022.seg_B1,35936.0,39460.0
2267,e0,cta0022.seg_B1,39460.0,43090.0
2268,n,cta0022.seg_B1,43090.0,46234.0
2269,a4,cta0022.seg_B1,46234.0,48310.0
2270,v,cta0022.seg_B1,48310.0,51596.0
2271,d,cta0022.seg_B1,51596.0,55212.0
2272,r,cta0022.seg_B1,55212.0,56606.0
2273,u0,cta0022.seg_B1,56606.0,58806.0
2274,g,cta0022.seg_B1,58806.0,61684.0
2275,z,cta0022.seg_B1,61684.0,65250.0
2276,y1,cta0022.seg_B1,65250.0,67250.0
2277,g,cta0022.seg_B1,67250.0,70782.0
2278,y1,cta0022.seg_B1,70782.0,72552.0
2279,v,cta0022.seg_B1,72552.0,74756.0
2280,a1,cta0022.seg_B1,74756.0,78958.0
2281,r',cta0022.seg_B1,78958.0,79858.0
2282,i0,cta0022.seg_B1,79858.0,83458.0
2283,l,cta0022.seg_B1,83458.0,86774.0
2284,a4,cta0022.seg_B1,86774.0,88504.0
2285,a1,cta0022.seg_B1,88504.0,91656.0
2286,b,cta0022.seg_B1,91656.0,95468.0
2287,a1,cta0022.seg_B1,95468.0,98840.0
2288,b,cta0022.seg_B1,98840.0,101990.0
2289,m',cta0022.seg_B1,101990.0,105634.0
2290,e0,cta0022.seg_B1,105634.0,108836.0
2291,n',cta0022.seg_B1,108836.0,111582.0
2292,i4,cta0022.seg_B1,111582.0,113360.0
2293,s,cta0022.seg_B1,113360.0,117280.0
2294,m,cta0022.seg_B1,117280.0,120510.0
2295,a2,cta0022.seg_B1,120510.0,121884.0
2296,r,cta0022.seg_B1,121884.0,123636.0
2297,k,cta0022.seg_B1,123636.0,128256.0
2298,u1,cta0022.seg_B1,128256.0,129574.0
2299,sh,cta0022.seg_B1,129574.0,135110.0
2300,e0,cta0022.seg_B1,135110.0,139134.0
2301,v',cta0022.seg_B1,139134.0,142112.0
2302,i4,cta0022.seg_B1,142112.0,143228.0
2303,ch,cta0022.seg_B1,143228.0,149452.0
2304,i4,cta0022.seg_B1,149452.0,150346.0
2305,m',cta0022.seg_B1,150346.0,153550.0
2306,i4,cta0022.seg_B1,153550.0,159108.0
2307,p,cta0022.seg_B1,174336.0,177632.0
2308,o0,cta0022.seg_B1,177632.0,182358.0
2309,z',cta0022.seg_B1,182358.0,185512.0
2310,n',cta0022.seg_B1,185512.0,188526.0
2311,i4,cta0022.seg_B1,188526.0,190542.0
2312,m,cta0022.seg_B1,190542.0,193286.0
2313,v',cta0022.seg_B1,193286.0,196162.0
2314,e0,cta0022.seg_B1,196162.0,201752.0
2315,ch,cta0022.seg_B1,201752.0,206526.0
2316,e4,cta0022.seg_B1,206526.0,208032.0
2317,r,cta0022.seg_B1,208032.0,209724.0
2318,a4,cta0022.seg_B1,209724.0,212278.0
2319,m,cta0022.seg_B1,212278.0,215516.0
2320,d,cta0022.seg_B1,215516.0,218090.0
2321,a1,cta0022.seg_B1,218090.0,221098.0
2322,v,cta0022.seg_B1,221098.0,224820.0
2323,n,cta0022.seg_B1,224820.0,227572.0
2324,o0,cta0022.seg_B1,227572.0,230962.0
2325,a1,cta0022.seg_B1,230962.0,234336.0
2326,t,cta0022.seg_B1,234336.0,238484.0
2327,u0,cta0022.seg_B1,238484.0,244208.0
2328,zh,cta0022.seg_B1,244208.0,247342.0
2329,y4,cta0022.seg_B1,247342.0,248822.0
2330,n,cta0022.seg_B1,248822.0,251712.0
2331,y4,cta0022.seg_B1,251712.0,253252.0
2332,l',cta0022.seg_B1,253252.0,255778.0
2333,e4,cta0022.seg_B1,255778.0,258004.0
2334,n,cta0022.seg_B1,258004.0,261474.0
2335,a1,cta0022.seg_B1,261474.0,264206.0
2336,t,cta0022.seg_B1,264206.0,268016.0
2337,a0,cta0022.seg_B1,268016.0,271458.0
2338,sh,cta0022.seg_B1,271458.0,273980.0
2339,k,cta0022.seg_B1,273980.0,278200.0
2340,y1,cta0022.seg_B1,278200.0,279172.0
2341,s,cta0022.seg_B1,279172.0,283318.0
2342,p,cta0022.seg_B1,283318.0,287336.0
2343,a1,cta0022.seg_B1,287336.0,290976.0
2344,l,cta0022.seg_B1,290976.0,293404.0
2345,a0,cta0022.seg_B1,293404.0,300296.0
2346,d,cta0022.seg_B1,326058.0,330592.0
2347,m',cta0022.seg_B1,330592.0,333624.0
2348,i0,cta0022.seg_B1,333624.0,337172.0
2349,t,cta0022.seg_B1,337172.0,341768.0
2350,r',cta0022.seg_B1,341768.0,343232.0
2351,i4,cta0022.seg_B1,343232.0,346452.0
2352,i4,cta0022.seg_B1,346452.0,349598.0
2353,f,cta0022.seg_B1,349598.0,354004.0
2354,i1,cta0022.seg_B1,354004.0,361096.0
2355,s,cta0022.seg_B1,361096.0,364476.0
2356,p,cta0022.seg_B1,364476.0,368872.0
2357,u1,cta0022.seg_B1,368872.0,371334.0
2358,g,cta0022.seg_B1,371334.0,375254.0
2359,a0,cta0022.seg_B1,375254.0,380628.0
2360,l,cta0022.seg_B1,380628.0,382186.0
2361,s',cta0022.seg_B1,382186.0,388650.0
2362,a4,cta0022.seg_B1,388650.0,395770.0
2363,k,cta0023.seg_B1,0.0,4740.0
2364,t,cta0023.seg_B1,4740.0,10042.0
2365,o0,cta0023.seg_B1,10042.0,14918.0
2366,t,cta0023.seg_B1,14918.0,18556.0
2367,a1,cta0023.seg_B1,18556.0,22028.0
2368,k',cta0023.seg_B1,22028.0,27252.0
2369,i0,cta0023.seg_B1,27252.0,32090.0
2370,m,cta0023.seg_B1,32090.0,36200.0
2371,y1,cta0023.seg_B1,36200.0,37428.0
2372,r,cta0023.seg_B1,37428.0,39402.0
2373,k,cta0023.seg_B1,39402.0,44186.0
2374,u1,cta0023.seg_B1,44186.0,45606.0
2375,sh,cta0023.seg_B1,45606.0,51486.0
2376,e0,cta0023.seg_B1,51486.0,56216.0
2377,v',cta0023.seg_B1,56216.0,58538.0
2378,i4,cta0023.seg_B1,58538.0,59704.0
2379,ch,cta0023.seg_B1,59704.0,66788.0
2380,i4,cta0023.seg_B1,66788.0,72346.0
2381,a1,cta0024.seg_B1,0.0,4646.0
2382,t,cta0024.seg_B1,4646.0,7850.0
2383,k,cta0024.seg_B1,7850.0,11980.0
2384,u0,cta0024.seg_B1,11980.0,16498.0
2385,d,cta0024.seg_B1,16498.0,19458.0
2386,a4,cta0024.seg_B1,19458.0,22066.0
2387,a1,cta0024.seg_B1,22066.0,24756.0
2388,n,cta0024.seg_B1,24756.0,27622.0
2389,a0,cta0024.seg_B1,27622.0,30656.0
2390,i0,cta0024.seg_B1,30656.0,33934.0
2391,h,cta0024.seg_B1,33934.0,36514.0
2392,v,cta0024.seg_B1,36514.0,38902.0
2393,z',cta0024.seg_B1,38902.0,43914.0
2394,i1,cta0024.seg_B1,43914.0,46692.0
2395,l,cta0024.seg_B1,46692.0,50090.0
2396,a0,cta0024.seg_B1,50090.0,57052.0
2397,d,cta0025.seg_B1,0.0,4070.0
2398,v,cta0025.seg_B1,4070.0,6678.0
2399,u1,cta0025.seg_B1,6678.0,8914.0
2400,h,cta0025.seg_B1,8914.0,10270.0
2401,k,cta0025.seg_B1,10270.0,14746.0
2402,o0,cta0025.seg_B1,14746.0,17932.0
2403,m,cta0025.seg_B1,17932.0,20758.0
2404,n,cta0025.seg_B1,20758.0,22122.0
2405,y4,cta0025.seg_B1,22122.0,24618.0
2406,t,cta0025.seg_B1,24618.0,28434.0
2407,n,cta0025.seg_B1,28434.0,29352.0
2408,e4,cta0025.seg_B1,29352.0,31694.0
2409,e4,cta0025.seg_B1,31694.0,33800.0
2410,k,cta0025.seg_B1,33800.0,37506.0
2411,v,cta0025.seg_B1,37506.0,39212.0
2412,a1,cta0025.seg_B1,39212.0,42328.0
2413,r,cta0025.seg_B1,42328.0,44420.0
2414,t',cta0025.seg_B1,44420.0,50198.0
2415,i0,cta0025.seg_B1,50198.0,54730.0
2416,r,cta0025.seg_B1,54730.0,56148.0
2417,a4,cta0025.seg_B1,56148.0,59638.0
2418,n,cta0025.seg_B1,59638.0,62960.0
2419,a1,cta0025.seg_B1,62960.0,65738.0
2420,m,cta0025.seg_B1,65738.0,70210.0
2421,a0,cta0025.seg_B1,70210.0,74448.0
2422,l,cta0025.seg_B1,74448.0,77202.0
2423,y4,cta0025.seg_B1,77202.0,78990.0
2424,j,cta0025.seg_B1,78990.0,81052.0
2425,g,cta0025.seg_B1,81052.0,84682.0
2426,r,cta0025.seg_B1,84682.0,85634.0
2427,u1,cta0025.seg_B1,85634.0,90114.0
2428,z',cta0025.seg_B1,90114.0,95720.0
2429,i0,cta0025.seg_B1,95720.0,98784.0
2430,n,cta0025.seg_B1,98784.0,101652.0
2431,s,cta0025.seg_B1,101652.0,104534.0
2432,k,cta0025.seg_B1,104534.0,108776.0
2433,a4,cta0025.seg_B1,108776.0,111012.0
2434,j,cta0025.seg_B1,111012.0,115972.0
2435,o0,cta0026.seg_B1,0.0,6262.0
2436,n,cta0026.seg_B1,6262.0,11314.0
2437,p,cta0026.seg_B1,11314.0,17906.0
2438,o0,cta0026.seg_B1,17906.0,25198.0
2439,n',cta0026.seg_B1,25198.0,28318.0
2440,i4,cta0026.seg_B1,28318.0,31012.0
2441,l,cta0026.seg_B1,31012.0,35662.0
2442,t,cta0026.seg_B1,35662.0,42488.0
2443,a0,cta0026.seg_B1,42488.0,49272.0
2444,j,cta0026.seg_B1,49272.0,51670.0
2445,n,cta0026.seg_B1,51670.0,56346.0
2446,u4,cta0026.seg_B1,56346.0,59316.0
2447,j,cta0026.seg_B1,59316.0,62120.0
2448,u4,cta0026.seg_B1,62120.0,65702.0
2449,i1,cta0026.seg_B1,65702.0,74786.0
2450,p,cta0026.seg_B1,74786.0,80632.0
2451,r,cta0026.seg_B1,80632.0,82022.0
2452,a1,cta0026.seg_B1,82022.0,86572.0
2453,s,cta0026.seg_B1,86572.0,91730.0
2454,t,cta0026.seg_B1,91730.0,95694.0
2455,u0,cta0026.seg_B1,95694.0,100316.0
2456,y4,cta0026.seg_B1,100316.0,104740.0
2457,m,cta0026.seg_B1,104740.0,110458.0
2458,y0,cta0026.seg_B1,110458.0,113364.0
